dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,n_raters
gqa,fullload,FullLoad,1.0,full,n195249,20482514,Is the person that is staring holding the tennis racket?,Yes,"[""yes""]",1.0,2,,405.0559208262712,,,609.9699890473858,614.5656780572608,19.747185986489058,634.3128640437499,969932800,1856,64,,566.3297320716083,,,1.0,1.0,null,0.0,,969932800,0,64,0,969932800,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n195249,20482514,Is the person that is staring holding the tennis racket?,Yes,"[""yes""]",1.0,2,0.2202829346060753,160.82824917975813,48.264948884025216,240.312748006545,40.42330605443567,280.79625498503447,19.001755979843438,299.7980109648779,248512512,448,65,186.40125240199268,0.0,7.0,29,0.2413793103448276,0.24574324324324323,"[0.24216216216216216, 0.24216216216216216, 0.24972972972972973, 0.2427027027027027, 0.24324324324324326, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24594594594594596, 0.24216216216216216, 0.24216216216216216, 0.2508108108108108, 0.2491891891891892, 0.25135135135135134, 0.24864864864864866, 0.2524324324324324, 0.2524324324324324, 0.2481081081081081, 0.2508108108108108, 0.2464864864864865, 0.25027027027027027, 0.2427027027027027, 0.24486486486486486, 0.24756756756756756, 0.24756756756756756, 0.24432432432432433, 0.24702702702702703, 0.2437837837837838]",0.0,224,234881024,13631488,64,1,248512512,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6], [0, 1, 2, 3, 4, 5, 6]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n195249,20482514,Is the person that is staring holding the tennis racket?,Yes,"[""yes""]",1.0,2,12.54830532707274,193.307900801301,43.633017339743674,278.68571295402944,35.06142890546471,313.79204790573567,18.970768083818257,332.7628159895539,248414208,448,265,217.21661009360105,0.0,7.0,29,0.2413793103448276,0.24824324324324323,"[0.24216216216216216, 0.24216216216216216, 0.25135135135135134, 0.2481081081081081, 0.24432432432432433, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.24216216216216216, 0.2464864864864865, 0.24702702702702703, 0.252972972972973, 0.24432432432432433, 0.2518918918918919, 0.2524324324324324, 0.24864864864864866, 0.25351351351351353, 0.25027027027027027, 0.2508108108108108, 0.25405405405405407, 0.24972972972972973, 0.2524324324324324, 0.24972972972972973, 0.252972972972973, 0.2491891891891892, 0.2491891891891892, 0.2508108108108108, 0.2508108108108108, 0.25027027027027027, 0.2491891891891892, 0.2481081081081081]",0.0,224,234782720,13631488,264,1,248414208,32,0,32,static_diverse,"[[0, 1, 4, 5, 6, 7, 10], [0, 1, 2, 3, 5, 17, 27], [0, 1, 2, 3, 4, 15, 26], [0, 1, 2, 3, 4, 16, 27], [0, 1, 2, 3, 4, 17, 22], [0, 1, 2, 3, 4, 18, 24], [0, 1, 2, 3, 4, 20, 23], [0, 1, 2, 3, 4, 20, 25], [0, 1, 2, 3, 8, 21, 26], [0, 1, 2, 3, 4, 21, 27], [0, 1, 4, 5, 8, 21, 26], [0, 1, 6, 8, 14, 20, 26], [0, 2, 3, 11, 13, 23, 27], [0, 1, 2, 3, 8, 21, 28], [0, 1, 4, 7, 8, 13, 22], [0, 1, 3, 5, 6, 14, 25], [0, 2, 3, 4, 7, 16, 20], [0, 1, 2, 5, 6, 18, 25], [0, 1, 2, 4, 6, 15, 26], [0, 1, 3, 4, 9, 17, 26], [0, 1, 2, 3, 6, 19, 24], [0, 1, 2, 3, 7, 16, 23], [0, 1, 2, 3, 5, 16, 25], [0, 1, 2, 4, 5, 18, 24], [0, 1, 2, 3, 4, 14, 20], [0, 1, 2, 3, 7, 15, 24], [0, 1, 2, 3, 6, 17, 25], [0, 3, 4, 6, 9, 19, 25], [0, 1, 3, 5, 6, 20, 26], [0, 1, 2, 3, 4, 19, 24], [0, 1, 2, 4, 6, 19, 25], [0, 1, 2, 3, 11, 19, 27]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n281241,20427658,In front of what is the gentleman?,Picture,"[""picture""]",1.0,2,,421.8688025139272,,,759.0482099913061,764.0892548952252,18.798438017256558,782.8876929124817,1132462080,2176,64,,711.0680562909693,,,1.0,1.0,null,0.0,,1132462080,0,64,0,1132462080,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n281241,20427658,In front of what is the gentleman?,Painting,"[""picture""]",0.0,4,0.20900217350572348,159.37213972210884,49.26727176643908,242.22560902126133,36.45813500043005,278.72624597512186,55.466740974225104,334.19298694934696,293601280,512,65,187.13907001074404,0.0,8.0,34,0.23529411764705882,0.24552951388888888,"[0.23703703703703705, 0.23703703703703705, 0.2523148148148148, 0.24027777777777778, 0.2439814814814815, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.2375, 0.23703703703703705, 0.23703703703703705, 0.23935185185185184, 0.2375, 0.2439814814814815, 0.25, 0.2462962962962963, 0.24722222222222223, 0.24444444444444444, 0.24953703703703703, 0.24722222222222223, 0.24814814814814815, 0.25092592592592594, 0.2537037037037037, 0.25462962962962965, 0.2537037037037037, 0.25462962962962965, 0.2523148148148148, 0.25324074074074077, 0.25277777777777777, 0.25416666666666665, 0.25277777777777777]",0.0,256,268435456,25165824,64,1,293601280,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n281241,20427658,In front of what is the gentleman?,Painting,"[""picture""]",0.0,4,16.750375041738153,221.631622989662,55.19694299437106,332.7332369517535,52.95468389522284,385.7501419261098,54.92107302416116,440.67121495027095,288882688,512,331,254.7884340165183,0.0,8.0,34,0.23529411764705882,0.24389467592592592,"[0.23981481481481481, 0.22962962962962963, 0.25462962962962965, 0.24722222222222223, 0.24953703703703703, 0.2300925925925926, 0.22962962962962963, 0.23703703703703705, 0.22962962962962963, 0.2412037037037037, 0.24212962962962964, 0.2375, 0.2375, 0.24444444444444444, 0.24305555555555555, 0.25462962962962965, 0.24953703703703703, 0.24953703703703703, 0.24212962962962964, 0.24305555555555555, 0.24861111111111112, 0.24027777777777778, 0.2462962962962963, 0.24583333333333332, 0.25555555555555554, 0.2449074074074074, 0.24861111111111112, 0.2439814814814815, 0.25324074074074077, 0.24583333333333332, 0.24675925925925926, 0.25277777777777777]",0.0,256,263716864,25165824,330,1,288882688,32,0,32,static_diverse,"[[0, 3, 4, 5, 8, 10, 11, 24], [0, 1, 2, 3, 4, 5, 25, 33], [0, 1, 3, 4, 5, 8, 12, 31], [0, 1, 2, 4, 6, 11, 22, 32], [0, 1, 2, 3, 6, 11, 25, 29], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 4, 7, 28, 33], [0, 1, 2, 3, 4, 5, 29, 32], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 5, 6, 30, 32], [0, 1, 3, 4, 5, 7, 31, 32], [0, 2, 3, 5, 7, 8, 22, 33], [0, 3, 4, 5, 7, 17, 29, 33], [0, 3, 7, 9, 10, 16, 20, 33], [0, 3, 8, 9, 10, 12, 28, 33], [0, 1, 3, 5, 8, 15, 20, 23], [0, 4, 5, 6, 7, 8, 13, 27], [0, 3, 4, 7, 9, 18, 27, 30], [0, 2, 3, 6, 8, 11, 30, 33], [0, 4, 5, 6, 9, 13, 24, 33], [0, 2, 5, 7, 8, 10, 23, 32], [0, 2, 4, 6, 7, 9, 29, 33], [0, 2, 3, 4, 7, 8, 22, 33], [0, 2, 4, 5, 6, 9, 28, 33], [0, 1, 2, 6, 7, 8, 30, 31], [0, 1, 2, 3, 4, 10, 16, 33], [0, 1, 3, 4, 5, 8, 30, 33], [0, 1, 2, 4, 9, 10, 29, 33], [0, 1, 2, 3, 7, 12, 22, 32], [0, 1, 2, 3, 4, 10, 26, 33], [0, 2, 3, 6, 10, 13, 28, 33], [0, 2, 3, 5, 6, 8, 21, 30]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n281241,20427655,Who is in front of the square picture?,Man,"[""gentleman""]",0.0,2,,388.7624926865101,,,615.5193210579455,620.4238979844376,19.05818795785308,639.4820859422907,1132462080,2176,64,,574.1026330506429,,,1.0,1.0,null,0.0,,1132462080,0,64,0,1132462080,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n281241,20427655,Who is in front of the square picture?,Man,"[""gentleman""]",0.0,2,0.24836254306137562,168.76516735646874,53.64490090869367,256.4267700072378,42.81015391461551,299.2976639652625,18.340810085646808,317.6384740509093,293601280,512,65,196.71445479616523,0.0,8.0,34,0.23529411764705882,0.24552951388888888,"[0.23703703703703705, 0.23703703703703705, 0.2523148148148148, 0.24027777777777778, 0.2439814814814815, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.2375, 0.23703703703703705, 0.23703703703703705, 0.23935185185185184, 0.2375, 0.2439814814814815, 0.25, 0.2462962962962963, 0.24722222222222223, 0.24444444444444444, 0.24953703703703703, 0.24722222222222223, 0.24814814814814815, 0.25092592592592594, 0.2537037037037037, 0.25462962962962965, 0.2537037037037037, 0.25462962962962965, 0.2523148148148148, 0.25324074074074077, 0.25277777777777777, 0.25416666666666665, 0.25277777777777777]",0.0,256,268435456,25165824,64,1,293601280,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n281241,20427655,Who is in front of the square picture?,Man,"[""gentleman""]",0.0,2,11.548404698260128,213.59297644812614,44.20584673061967,302.5857999455184,35.67540494259447,338.30499998293817,18.657856970094144,356.9628569530323,288882688,512,331,241.1025974433869,0.0,8.0,34,0.23529411764705882,0.24389467592592592,"[0.23981481481481481, 0.22962962962962963, 0.25462962962962965, 0.24722222222222223, 0.24953703703703703, 0.2300925925925926, 0.22962962962962963, 0.23703703703703705, 0.22962962962962963, 0.2412037037037037, 0.24212962962962964, 0.2375, 0.2375, 0.24444444444444444, 0.24305555555555555, 0.25462962962962965, 0.24953703703703703, 0.24953703703703703, 0.24212962962962964, 0.24305555555555555, 0.24861111111111112, 0.24027777777777778, 0.2462962962962963, 0.24583333333333332, 0.25555555555555554, 0.2449074074074074, 0.24861111111111112, 0.2439814814814815, 0.25324074074074077, 0.24583333333333332, 0.24675925925925926, 0.25277777777777777]",0.0,256,263716864,25165824,330,1,288882688,32,0,32,static_diverse,"[[0, 3, 4, 5, 8, 10, 11, 24], [0, 1, 2, 3, 4, 5, 25, 33], [0, 1, 3, 4, 5, 8, 12, 31], [0, 1, 2, 4, 6, 11, 22, 32], [0, 1, 2, 3, 6, 11, 25, 29], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 4, 7, 28, 33], [0, 1, 2, 3, 4, 5, 29, 32], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 5, 6, 30, 32], [0, 1, 3, 4, 5, 7, 31, 32], [0, 2, 3, 5, 7, 8, 22, 33], [0, 3, 4, 5, 7, 17, 29, 33], [0, 3, 7, 9, 10, 16, 20, 33], [0, 3, 8, 9, 10, 12, 28, 33], [0, 1, 3, 5, 8, 15, 20, 23], [0, 4, 5, 6, 7, 8, 13, 27], [0, 3, 4, 7, 9, 18, 27, 30], [0, 2, 3, 6, 8, 11, 30, 33], [0, 4, 5, 6, 9, 13, 24, 33], [0, 2, 5, 7, 8, 10, 23, 32], [0, 2, 4, 6, 7, 9, 29, 33], [0, 2, 3, 4, 7, 8, 22, 33], [0, 2, 4, 5, 6, 9, 28, 33], [0, 1, 2, 6, 7, 8, 30, 31], [0, 1, 2, 3, 4, 10, 16, 33], [0, 1, 3, 4, 5, 8, 30, 33], [0, 1, 2, 4, 9, 10, 29, 33], [0, 1, 2, 3, 7, 12, 22, 32], [0, 1, 2, 3, 4, 10, 26, 33], [0, 2, 3, 6, 10, 13, 28, 33], [0, 2, 3, 5, 6, 8, 21, 30]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n281241,20427656,Who is in front of the picture?,Man,"[""gentleman""]",0.0,2,,433.0736661795527,,,744.4369419245049,749.3913979269564,18.788541085086763,768.1799390120432,1132462080,2176,64,,701.0804269229993,,,1.0,1.0,null,0.0,,1132462080,0,64,0,1132462080,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n281241,20427656,Who is in front of the picture?,Man,"[""gentleman""]",0.0,2,0.23152492940425873,176.25854071229696,52.858129143714905,265.8126240130514,48.932719975709915,314.80589299462736,18.27096799388528,333.07686098851264,293601280,512,65,206.97097899392247,0.0,8.0,34,0.23529411764705882,0.24552951388888888,"[0.23703703703703705, 0.23703703703703705, 0.2523148148148148, 0.24027777777777778, 0.2439814814814815, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.2375, 0.23703703703703705, 0.23703703703703705, 0.23935185185185184, 0.2375, 0.2439814814814815, 0.25, 0.2462962962962963, 0.24722222222222223, 0.24444444444444444, 0.24953703703703703, 0.24722222222222223, 0.24814814814814815, 0.25092592592592594, 0.2537037037037037, 0.25462962962962965, 0.2537037037037037, 0.25462962962962965, 0.2523148148148148, 0.25324074074074077, 0.25277777777777777, 0.25416666666666665, 0.25277777777777777]",0.0,256,268435456,25165824,64,1,293601280,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n281241,20427656,Who is in front of the picture?,Man,"[""gentleman""]",0.0,2,11.69974496588111,212.37012220080942,44.35405822005123,301.27623898442835,36.45658597815782,337.77969295624644,18.663848051801324,356.44354100804776,288882688,512,331,239.4714617403224,0.0,8.0,34,0.23529411764705882,0.24389467592592592,"[0.23981481481481481, 0.22962962962962963, 0.25462962962962965, 0.24722222222222223, 0.24953703703703703, 0.2300925925925926, 0.22962962962962963, 0.23703703703703705, 0.22962962962962963, 0.2412037037037037, 0.24212962962962964, 0.2375, 0.2375, 0.24444444444444444, 0.24305555555555555, 0.25462962962962965, 0.24953703703703703, 0.24953703703703703, 0.24212962962962964, 0.24305555555555555, 0.24861111111111112, 0.24027777777777778, 0.2462962962962963, 0.24583333333333332, 0.25555555555555554, 0.2449074074074074, 0.24861111111111112, 0.2439814814814815, 0.25324074074074077, 0.24583333333333332, 0.24675925925925926, 0.25277777777777777]",0.0,256,263716864,25165824,330,1,288882688,32,0,32,static_diverse,"[[0, 3, 4, 5, 8, 10, 11, 24], [0, 1, 2, 3, 4, 5, 25, 33], [0, 1, 3, 4, 5, 8, 12, 31], [0, 1, 2, 4, 6, 11, 22, 32], [0, 1, 2, 3, 6, 11, 25, 29], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 4, 7, 28, 33], [0, 1, 2, 3, 4, 5, 29, 32], [0, 1, 2, 3, 4, 5, 29, 33], [0, 1, 2, 3, 5, 6, 30, 32], [0, 1, 3, 4, 5, 7, 31, 32], [0, 2, 3, 5, 7, 8, 22, 33], [0, 3, 4, 5, 7, 17, 29, 33], [0, 3, 7, 9, 10, 16, 20, 33], [0, 3, 8, 9, 10, 12, 28, 33], [0, 1, 3, 5, 8, 15, 20, 23], [0, 4, 5, 6, 7, 8, 13, 27], [0, 3, 4, 7, 9, 18, 27, 30], [0, 2, 3, 6, 8, 11, 30, 33], [0, 4, 5, 6, 9, 13, 24, 33], [0, 2, 5, 7, 8, 10, 23, 32], [0, 2, 4, 6, 7, 9, 29, 33], [0, 2, 3, 4, 7, 8, 22, 33], [0, 2, 4, 5, 6, 9, 28, 33], [0, 1, 2, 6, 7, 8, 30, 31], [0, 1, 2, 3, 4, 10, 16, 33], [0, 1, 3, 4, 5, 8, 30, 33], [0, 1, 2, 4, 9, 10, 29, 33], [0, 1, 2, 3, 7, 12, 22, 32], [0, 1, 2, 3, 4, 10, 26, 33], [0, 2, 3, 6, 10, 13, 28, 33], [0, 2, 3, 5, 6, 8, 21, 30]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n281241,20427461,Is the jacket the same color as the dress shirt?,Yes,"[""yes""]",1.0,2,,406.4715305576101,,,664.1171429073438,669.063982903026,27.452417998574674,696.5164009016007,1132462080,2176,64,,615.9709537168965,,,1.0,1.0,null,0.0,,1132462080,0,64,0,1132462080,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n281241,20427461,Is the jacket the same color as the dress shirt?,Yes,"[""yes""]",1.0,2,0.24399301037192345,165.4669470153749,54.870500578545034,256.230287021026,46.39918706379831,302.6897980598733,18.984775990247726,321.674574050121,293601280,512,65,195.31522609759122,0.0,8.0,34,0.23529411764705882,0.24552951388888888,"[0.23703703703703705, 0.23703703703703705, 0.2523148148148148, 0.24027777777777778, 0.2439814814814815, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.23703703703703705, 0.2375, 0.23703703703703705, 0.23703703703703705, 0.23935185185185184, 0.2375, 0.2439814814814815, 0.25, 0.2462962962962963, 0.24722222222222223, 0.24444444444444444, 0.24953703703703703, 0.24722222222222223, 0.24814814814814815, 0.25092592592592594, 0.2537037037037037, 0.25462962962962965, 0.2537037037037037, 0.25462962962962965, 0.2523148148148148, 0.25324074074074077, 0.25277777777777777, 0.25416666666666665, 0.25277777777777777]",0.0,256,268435456,25165824,64,1,293601280,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7], [0, 1, 2, 3, 4, 5, 6, 7]]",sidecar,True,0
