image_id,question_id,question,question_type,gold,fullload_prediction,fullload_correct,prediction_20,correct_20,prediction_25,correct_25,prediction_30,correct_30,prediction_35,correct_35,prediction_40,correct_40,prediction_45,correct_45,prediction_50,correct_50,first_correct_budget,stable_correct_from_budget,prediction_stabilization_budget,wrong25_recovered_at_30_or_35,wrong25_never_recovers_through50,fullload_correct_but_50_wrong,fullload_correct_25wrong,fullload_correct_25wrong_recovered_at_30_or_35,fullload_correct_25wrong_never_recovers_through50
n522733,202249061,Does the traffic signal to the left of the signal light look metallic and high?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n522733,202249022,Of what color is the car that is to the right of the other car?,color,"[""beige""]",Black,0,Black,0,Black,0,Black,0,Black,0,Black,0,Black,0,Black,0,,,0.2,False,True,False,False,False,False
n522733,202248991,What color is the SUV that is not little?,color,"[""black""]",Black,1,Black,1,Black,1,Black,1,Black,1,Black,1,Black,1,Black,1,0.2,0.2,0.2,False,False,False,False,False,False
n522733,202248985,Is the SUV that is made of glass black and small?,yes/no,"[""no""]",Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,,,0.2,False,True,False,False,False,False
n199286,201439590,What animal is standing on the green grass?,object,"[""horse""]",None,0,Cow,0,None,0,None,0,None,0,None,0,None,0,None,0,,,0.25,False,True,False,False,False,False
n199286,201439451,Is the happy woman on the right side or on the left?,yes/no,"[""right""]",Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,,,0.2,False,True,False,False,False,False
n199286,201439531,Is the grass green?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n199286,201439514,Who is wearing a shirt?,object,"[""woman""]",No one,0,Man,0,Man,0,Man,0,Man,0,Man,0,Man,0,Man,0,,,0.2,False,True,False,False,False,False
n199286,201439703,What animal is to the left of the girl?,spatial,"[""horse""]",Chicken,0,Chicken,0,Chicken,0,Chicken,0,Chicken,0,Chicken,0,Chicken,0,Chicken,0,,,0.2,False,True,False,False,False,False
n199286,201439727,Do the shorts have dark color and large size?,yes/no,"[""no""]",No,1,Yes,0,Yes,0,Yes,0,Yes,0,No,1,No,1,No,1,0.4,0.4,0.4,False,False,False,True,False,False
n298104,201505104,What color are the mountains next to the ocean?,color,"[""gray""]",Green,0,Green,0,Green,0,Green,0,Green,0,Green,0,Green,0,Green,0,,,0.2,False,True,False,False,False,False
n298104,201505196,How large is the sand?,material/attribute,"[""large""]",Small,0,Large,1,Large,1,Large,1,Large,1,Large,1,Large,1,Large,1,0.2,0.2,0.2,False,False,False,False,False,False
n298104,201504797,Does the shirt look short sleeved or long sleeved?,yes/no,"[""short sleeved""]",Short sleeved,1,Short sleeved,1,Short sleeved,1,Short sleeved,1,Short sleeved,1,Short sleeved,1,Short sleeved,1,Short sleeved,1,0.2,0.2,0.2,False,False,False,False,False,False
n298104,201504720,How big is the flower on the surfboard?,other,"[""small""]",Small,1,Small,1,Small,1,Small,1,Small,1,Small,1,Small,1,Small,1,0.2,0.2,0.2,False,False,False,False,False,False
n298104,201504921,What is the thin person standing behind of?,spatial,"[""sign""]",Surfboard,0,Surfboard,0,Surfboard,0,Surfboard,0,Surfboard,0,Surfboard,0,Surfboard,0,Surfboard,0,,,0.2,False,True,False,False,False,False
n298104,201504737,What is on the surfboard behind the sign?,spatial,"[""flower""]",Flower,1,Flower,1,Flower,1,Flower,1,Flower,1,Flower,1,Flower,1,Flower,1,0.2,0.2,0.2,False,False,False,False,False,False
n166008,20240972,Do the customers appear to be waiting?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n166008,20240975,Who is waiting?,object,"[""customers""]",People,0,Woman,0,Woman,0,Woman,0,Woman,0,People,0,People,0,People,0,,,0.4,False,True,False,False,False,False
n166008,20240976,Is there any beer in this photo?,yes/no,"[""no""]",No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,0.2,0.2,0.2,False,False,False,False,False,False
n166008,20240957,What is underneath the glass?,object,"[""table""]",Water,0,Water,0,Water,0,Water,0,Plate,0,Plate,0,Plate,0,Plate,0,,,0.35,False,True,False,False,False,False
n166008,20240935,What is the item of furniture underneath the water bottle?,object,"[""table""]",Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,0.2,0.2,0.2,False,False,False,False,False,False
n166008,20241047,Who is sitting in front of the water?,spatial,"[""man""]",Man,1,Man,1,Man,1,Man,1,Man,1,Man,1,Man,1,Man,1,0.2,0.2,0.2,False,False,False,False,False,False
n67005,20716952,What is on the bed near the bag?,spatial,"[""cord""]",Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,,,0.2,False,True,False,False,False,False
n67005,20716953,What is on the bed?,object,"[""cord""]",Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,Pillow,0,,,0.2,False,True,False,False,False,False
n67005,20716785,What is the item of furniture that is the same color as the cord called?,color,"[""bed""]",Bed,1,Bed,1,Bed,1,Bed,1,Bed,1,Bed,1,Bed,1,Bed,1,0.2,0.2,0.2,False,False,False,False,False,False
n67005,20717149,Is the bed white and small?,yes/no,"[""no""]",Yes,0,No,1,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,0.2,,0.25,False,True,False,False,False,False
n67005,20716935,Is the jacket that is made of cotton yellow or gray?,yes/no,"[""gray""]",Gray,1,Gray,1,Gray,1,Gray,1,Gray,1,Gray,1,Gray,1,Gray,1,0.2,0.2,0.2,False,False,False,False,False,False
n67005,20716910,What is the woman reflected on?,object,"[""mirror""]",Mirror,1,Mirror,1,Mirror,1,Mirror,1,Mirror,1,Mirror,1,Mirror,1,Mirror,1,0.2,0.2,0.2,False,False,False,False,False,False
n154856,201228066,What is in front of the silver car?,spatial,"[""van""]",Bench,0,Bench,0,Bench,0,Bench,0,Bench,0,Bench,0,Bench,0,Bench,0,,,0.2,False,True,False,False,False,False
n154856,201228177,Which shape is the glass window?,material/attribute,"[""rectangular""]",Rectangular,1,Rectangular,1,Rectangular,1,Arch,0,Rectangular,1,Rectangular,1,Rectangular,1,Rectangular,1,0.2,0.35,0.35,False,False,False,False,False,False
n154856,201227859,Is the lamp made of the same material as the van?,yes/no,"[""yes""]",No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,0.2,,0.25,False,True,False,False,False,False
n154856,201228068,What is the vehicle that that van is in front of?,spatial,"[""car""]",Car,1,Parking lot,0,Parking lot,0,Car,1,Car,1,Car,1,Car,1,Car,1,0.3,0.3,0.3,True,False,False,True,True,False
n154856,201228119,What kind of vehicle isn't black?,object,"[""van""]",Car,0,Car,0,Car,0,Car,0,Car,0,Car,0,Car,0,Car,0,,,0.2,False,True,False,False,False,False
n154856,201228115,What vehicle is black?,object,"[""car""]",Car,1,Car,1,Car,1,Car,1,Car,1,Car,1,Car,1,Car,1,0.2,0.2,0.2,False,False,False,False,False,False
n567860,201756711,"What kind of fruit is the white kitten playing with, an apple or a banana?",object,"[""banana""]",Banana,1,Banana,1,Banana,1,Banana,1,Banana,1,Banana,1,Banana,1,Banana,1,0.2,0.2,0.2,False,False,False,False,False,False
n567860,201756719,What animal is lying on top of the countertop?,spatial,"[""kitten""]",Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,,,0.2,False,True,False,False,False,False
n567860,201756948,What does the banana bunch hang above?,spatial,"[""countertop""]",Cat,0,Counter,0,Counter,0,Counter,0,Cat,0,Cat,0,Cat,0,Cat,0,,,0.35,False,True,False,False,False,False
n567860,201756553,What is the animal that is white?,object,"[""kitten""]",Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,,,0.2,False,True,False,False,False,False
n567860,201756558,What animal is young?,object,"[""kitten""]",Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,Cat,0,,,0.2,False,True,False,False,False,False
n567860,201756771,Does the yellow fruit look unpeeled and ripe?,yes/no,"[""yes""]",No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,0.2,,0.4,False,False,False,False,False,False
n314171,201548698,What do you think is the alcohol in?,object,"[""blender""]",Blender,1,Blender,1,Blender,1,Blender,1,Bottle,0,Blender,1,Blender,1,Blender,1,0.2,0.4,0.4,False,False,False,False,False,False
n314171,201549013,Is there a white flag or balloon?,yes/no,"[""no""]",No,1,No,1,Yes,0,No,1,No,1,No,1,No,1,No,1,0.2,0.3,0.3,True,False,False,True,True,False
n314171,201548970,Are there any small women or men?,yes/no,"[""no""]",No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,0.2,0.2,0.2,False,False,False,False,False,False
n314171,201548952,"Which side of the photo is the woman on, the right or the left?",spatial,"[""right""]",Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,0.2,0.2,0.2,False,False,False,False,False,False
n314171,201548929,What is the small room holding?,material/attribute,"[""picture""]",Shelf,0,Blender,0,Blender,0,Blender,0,Woman,0,Woman,0,Woman,0,Woman,0,,,0.35,False,True,False,False,False,False
n314171,201548676,Is the drink that is to the right of the blender made of glass?,yes/no,"[""yes""]",Yes,1,Alcohol,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.25,0.25,0.25,False,False,False,False,False,False
n437064,20609470,What is the fork made of?,material/attribute,"[""metal""]",Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,0.2,0.2,0.2,False,False,False,False,False,False
n437064,20609567,Is the utensil in front of the cake clean and metallic?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n437064,20609355,What is in front of the fruit that the bowl is behind of?,spatial,"[""whipped cream""]",Spoon,0,Spoon,0,Spoon,0,Spoon,0,Spoon,0,Spoon,0,Spoon,0,Spoon,0,,,0.2,False,True,False,False,False,False
n437064,20609358,The whipped cream is in front of what?,spatial,"[""strawberry""]",Strawberry,1,Strawberry,1,Cake,0,Cake,0,Strawberry,1,Strawberry,1,Strawberry,1,Strawberry,1,0.2,0.35,0.35,True,False,False,True,True,False
n437064,20609280,Are there both a strawberry and a plate in the picture?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n437064,20609547,What is the spoon made of?,material/attribute,"[""metal""]",Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,Metal,1,0.2,0.2,0.2,False,False,False,False,False,False
n498140,2072748,Does the sign have the same color as the grill?,yes/no,"[""no""]",Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,,,0.2,False,True,False,False,False,False
n498140,2072741,Do the building and the sign have a different colors?,yes/no,"[""no""]",Yes,0,Yes,0,No,1,No,1,Yes,0,Yes,0,Yes,0,Yes,0,0.25,,0.35,False,False,False,False,False,False
n498140,2072747,What is common to the streetlight and the grill?,object,"[""material""]",Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,,,0.2,False,True,False,False,False,False
n498140,2072906,Are there windows or doors that are made of wood?,yes/no,"[""no""]",No,1,Yes,0,Yes,0,Yes,0,Yes,0,No,1,No,1,No,1,0.4,0.4,0.4,False,False,False,True,False,False
n498140,2072766,Is the chimney high and clean?,yes/no,"[""no""]",Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,,,0.2,False,True,False,False,False,False
n498140,2072761,Are there any mirrors or trays?,yes/no,"[""no""]",No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,0.2,0.2,0.2,False,False,False,False,False,False
n16656,20797834,What is the man in front of?,spatial,"[""tree""]",Tree,1,Shoe,0,Plant,0,Plant,0,Plant,0,Plant,0,Plant,0,Plant,0,,,0.25,False,True,True,True,False,True
n16656,20797661,What animal is the shoe behind of?,spatial,"[""cat""]",Cat,1,Cat,1,Cat,1,Cat,1,Cat,1,Cat,1,Cat,1,Cat,1,0.2,0.2,0.2,False,False,False,False,False,False
n16656,20797647,What is in front of the animal that is in front of the man?,spatial,"[""shoe""]",Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,0.2,0.2,0.2,False,False,False,False,False,False
n16656,20797648,What's in front of the cat?,spatial,"[""shoe""]",Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,Shoe,1,0.2,0.2,0.2,False,False,False,False,False,False
n16656,20797581,Is the shirt soft and white?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n16656,20797563,Does the sky look orange and bright?,yes/no,"[""no""]",No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,0.2,0.2,0.2,False,False,False,False,False,False
n329479,201337154,Do the shoes have white color?,yes/no,"[""yes""]",No,0,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0.25,,0.35,False,False,False,False,False,False
n329479,201336976,What is he jumping off of?,object,"[""grass""]",Skateboard,0,Skateboard,0,Skateboard,0,Skateboard,0,Skateboard,0,Skateboard,0,Skateboard,0,Skateboard,0,,,0.2,False,True,False,False,False,False
n329479,201336956,What is the man using?,object,"[""skateboard""]",Skateboard,1,Skateboard,1,Skateboard,1,Skateboard,1,Skateboard,1,Skateboard,1,Skateboard,1,Skateboard,1,0.2,0.2,0.2,False,False,False,False,False,False
n329479,201336939,What is he in front of?,spatial,"[""bench""]",Tree,0,Bench,1,Bench,1,Bench,1,Bench,1,Bench,1,Bench,1,Bench,1,0.2,0.2,0.2,False,False,False,False,False,False
n329479,201336930,What do the bench and the skateboard have in common?,object,"[""material""]",Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,Color,0,,,0.2,False,True,False,False,False,False
n329479,201337043,What are the wheels made of?,material/attribute,"[""plastic""]",Rubber,0,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,0.2,0.2,0.2,False,False,False,False,False,False
n406334,202159012,Are there any people next to the vehicle that is yellow and black?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n406334,202159091,On which side of the image are the metal cars?,spatial,"[""right""]",Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,Left,0,,,0.2,False,True,False,False,False,False
n406334,202158963,Are the old people on the left or on the right?,yes/no,"[""right""]",Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,Right,1,0.2,0.2,0.2,False,False,False,False,False,False
n406334,202158771,Are the street lights made of the same material as the cars?,yes/no,"[""yes""]",No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,,,0.2,False,True,False,False,False,False
n406334,202159121,Which kind of vehicle is in front of the buildings?,spatial,"[""cars""]",Bus,0,Bus,0,Bus,0,Bus,0,Bus,0,Bus,0,Bus,0,Bus,0,,,0.2,False,True,False,False,False,False
n406334,202158855,Which color is this bus?,color,"[""black""]",Yellow,0,Yellow,0,Yellow,0,Yellow,0,Yellow,0,Yellow,0,Yellow,0,Yellow,0,,,0.2,False,True,False,False,False,False
n302387,201711425,Is the box square and brown?,yes/no,"[""yes""]",No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,,,0.2,False,True,False,False,False,False
n302387,201711251,Do you see instruments next to the fireplace?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n302387,201711211,What is this suitcase on?,object,"[""rug""]",Rug,1,Carpet,0,Carpet,0,Carpet,0,Carpet,0,Carpet,0,Carpet,0,Carpet,0,,,0.2,False,True,True,True,False,True
n302387,201711212,What is the suitcase on?,object,"[""rug""]",Rug,1,Carpet,0,Carpet,0,Rug,1,Rug,1,Carpet,0,Rug,1,Rug,1,0.3,0.45,0.45,True,False,False,True,True,False
n302387,201711393,On which side of the picture is the square box?,spatial,"[""left""]",Left,1,Right,0,Right,0,Right,0,Right,0,Right,0,Right,0,Right,0,,,0.2,False,True,True,True,False,True
n302387,201711129,Is the tall shelf on the left?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n52544,20982174,Is the blouse long sleeved or short sleeved?,yes/no,"[""long sleeved""]",Short sleeved,0,Short sleeved,0,Short sleeved,0,Short sleeved,0,Short sleeved,0,Short sleeved,0,Short sleeved,0,Short sleeved,0,,,0.2,False,True,False,False,False,False
n52544,20982179,What color is the blouse?,color,"[""black""]",Black,1,Green,0,Black,1,Black,1,Black,1,Black,1,Black,1,Black,1,0.25,0.25,0.25,False,False,False,False,False,False
n52544,20982540,Where is the woman standing?,other,"[""table""]",Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,0.2,0.2,0.2,False,False,False,False,False,False
n52544,20982544,What kind of furniture is the woman standing at?,object,"[""table""]",Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,Table,1,0.2,0.2,0.2,False,False,False,False,False,False
n52544,20982158,Which kind of clothing is long sleeved?,object,"[""blouse""]",Sweater,0,Sweater,0,Sweater,0,Sweater,0,Sweater,0,Sweater,0,Sweater,0,Sweater,0,,,0.2,False,True,False,False,False,False
n52544,20982135,Is the blouse different in color than the name tag?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n540852,20119029,Is the happy man below the umbrella the woman is holding?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n540852,20119041,Who in the image is walking?,object,"[""woman""]",People,0,Bride,0,Bride,0,Woman,1,Woman,1,People,0,People,0,People,0,0.3,,0.4,True,False,False,False,False,False
n540852,20119067,Is the man that is to the right of the woman wearing a suit?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n540852,20119066,The man to the right of the woman is wearing what?,spatial,"[""suit""]",Suit,1,Dress,0,Dress,0,Glasses,0,Tie,0,Tie,0,Tie,0,Tie,0,,,0.35,False,True,True,True,False,True
n540852,20119174,What is the umbrella to the right of the other umbrella made of?,spatial,"[""plastic""]",Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,Plastic,1,0.2,0.2,0.2,False,False,False,False,False,False
n540852,20119135,Is the umbrella in the bottom part of the photo?,yes/no,"[""no""]",No,1,Yes,0,No,1,No,1,No,1,No,1,No,1,No,1,0.25,0.25,0.25,False,False,False,False,False,False
n234722,20416735,What is the color of the table?,color,"[""dark brown""]",Brown,0,Brown,0,Brown,0,Brown,0,Brown,0,Brown,0,Brown,0,Brown,0,,,0.2,False,True,False,False,False,False
n234722,20416717,What kind of furniture isn't clean?,object,"[""chair""]",Table,0,Pizza,0,Table,0,Table,0,Table,0,Table,0,Table,0,Table,0,,,0.25,False,True,False,False,False,False
n234722,20416487,What kind of food is on the pizza?,object,"[""sausage""]",Sausage,1,Sausage,1,Sausage,1,Sausage,1,Sausage,1,Sausage,1,Sausage,1,Sausage,1,0.2,0.2,0.2,False,False,False,False,False,False
n234722,20416562,Which kind of cooking utensil is below the pizza?,spatial,"[""pan""]",Pizza cutter,0,Spatula,0,Spatula,0,Pizza cutter,0,Spatula,0,Spatula,0,Spatula,0,Spatula,0,,,0.35,False,True,False,False,False,False
n234722,20416421,Is the sausage in the bottom part or in the top of the photo?,yes/no,"[""top""]",Top,1,Top,1,Top,1,Top,1,Top,1,Top,1,Top,1,Top,1,0.2,0.2,0.2,False,False,False,False,False,False
n234722,20416424,Does the sausage that is to the left of the pan look small and brown?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n494918,201185759,What's the boy looking at?,object,"[""frisbee""]",Frisbee,1,Frisbee,1,Frisbee,1,Frisbee,1,Frisbee,1,Frisbee,1,Frisbee,1,Frisbee,1,0.2,0.2,0.2,False,False,False,False,False,False
n494918,201185941,Are the trees behind a frisbee?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n494918,201185777,Do the shorts made out of cotton look orange and long?,yes/no,"[""no""]",Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,,,0.2,False,True,False,False,False,False
n494918,201185793,Do the shorts have short length?,yes/no,"[""yes""]",Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,0.2,0.2,0.2,False,False,False,False,False,False
n494918,201185841,What is the color of the frisbee that flies above the ground?,color,"[""green""]",Green,1,Green,1,Green,1,Green,1,Green,1,Green,1,Green,1,Green,1,0.2,0.2,0.2,False,False,False,False,False,False
n494918,201185738,Is the person that is not tall wearing gloves?,yes/no,"[""no""]",No,1,Yes,0,No,1,No,1,No,1,No,1,No,1,No,1,0.25,0.25,0.25,False,False,False,False,False,False
